speed_mean,speed_std,speed_min,speed_max,speed_variance,total_distance_km,total_time_hrs,loitering_score,max_gap_hrs,total_gaps,gap_flag,position_jump_km,dist_from_port_km,behavioral_score,speed_consistency,MMSI,VesselName,final_risk_score
-1.4236542947634452,-0.0860444757729362,-1.9051842324005663,-0.5141322989834781,-0.05903020489509186,-0.9740494496932152,-0.2859059965437146,-0.3667082981002359,0.00987767022017873,-0.04041765568290997,0.07071999303029779,-1.1701504475461548,-0.214574866082086,-0.009685622527288969,-0.09908541079440282,308516000,DISNEY MAGIC,0.7162
-0.28891176620024434,-0.4925647136654497,0.06683893588428166,-0.5162421256503869,-0.5767873906514995,-1.3610766656763693,-0.01902493487202283,-0.28074477559434363,-0.5665134112187113,-0.05760754238246656,0.10348721683561683,-1.7823800933052267,-0.17338894345395625,0.0020321135834122303,-1.1177592048697476,636092864,AS PAULINE,0.7139
-0.8494109212000838,-0.06673444142417488,-1.2975019708285587,-0.19191979162478212,-0.024450066012809482,-1.2335814529472666,-0.2081259675450697,-0.290936470472637,-0.2879076501849458,-0.10256493419811392,0.08035023710496127,-1.2857401763713499,-1.170790343546442,-0.0031033453548916816,-0.08906039965792154,241510000,RUNNER,0.7123
-0.702401954568988,-0.10208826460756348,-1.0244492030636372,-0.25792522247071,-0.07631095357326108,-1.7490709615372726,0.047851310144759227,-0.37560014629886584,-0.6078142696727421,-0.05017020086109341,0.07740694571048115,-1.9045646092683335,-0.15119282958286717,0.0026077969261122714,-0.1582205348174701,636020077,GREAT FOREST,0.7123
-0.9849323403819504,-0.10182295582479003,-0.9484921111824942,-0.3087610971346333,-0.08749819881632827,-1.4558717448581404,-0.18395640404576094,-0.3236985116259642,-0.5703317627581221,-0.10528635440788314,0.07098030809881863,-1.7888787198408933,-0.1320783743716066,-0.017408338871701498,-0.08531567557850359,636012804,ORANGE SUN,0.7121
-1.2215977457987672,-0.0942183810895169,-1.638507243050014,-0.548811061327218,-0.07804067584935548,-0.791221573363192,-0.005198286312629338,-0.24673187084292228,-1.0623388394255797,-0.052997353197503545,0.08953920625183669,-0.35284483376071835,-0.8595877945268049,0.004411506917341063,-0.16142726517172937,311020700,ALLURE OF THE SEAS,0.7117
-0.6584408957128296,-0.062381838578541834,-1.352240900088524,-0.24796553968673601,-0.020270560889259943,-1.0022752330746236,-0.17063307885856122,-0.2768174365705634,-0.9812753533395415,-0.21256572746993618,0.06454380078454096,-1.6921391442682627,-0.20419886966187553,0.02158157298755811,-0.21124215350252482,352649000,MSC NOA,0.7117
-1.2183004647860616,-0.06440917269980866,-1.842808241051322,-0.4734617473347863,-0.11438986395332165,-0.5200958729899406,-0.40221312906239504,-0.27432508567646396,-0.05995126513444856,-0.14502483420824094,0.08412150597019302,-0.9803019706332198,-0.6692910866377138,0.011772191701133508,-0.3248247696229191,256932000,COSCO HELLAS,0.7109
-0.8544766868440343,-0.5334276617494458,0.07064001567151418,-0.40327883119618885,-0.6156620613542613,-1.264003171463956,0.11959092193654802,-0.23921905196415477,-0.2887706762378601,0.035284101209961796,0.10711340869066009,-1.2734644931301284,-1.1338340206497841,0.07373393084382386,-0.8106353782077477,538009406,GLOBAL SEALINE,0.7104
-1.2746988763062672,-0.09579819541937414,-1.8506717665428303,-0.519570523129447,-0.09234791948765576,-0.5251416371844234,-0.38808917089508305,-0.29419957045303236,0.03192656571162216,-0.21212575091925054,0.06723556499450442,-1.1495565708628084,-0.5203381243497315,-0.004386534154313271,-0.13204534086477068,311263000,ADVENTURE OFTHE SEAS,0.7095
-1.4074172363855932,-0.8468045223804297,-1.0855032959541748,-1.0656217610159244,-0.9738427095283512,-0.0213217808379479,-0.37811953437405227,-0.04648015316277907,0.017748984052677833,-0.19637890433221544,0.08029055557271321,-0.07473716958435397,-0.12136300789373689,0.05933131868547276,-0.9001565417362277,366915910,BIG CAT EXPRESS,0.7091
-1.2703236975076213,-0.07753600873796895,-1.7224578694005672,-0.520251487330298,-0.1316585426994558,-0.6392219865007989,-0.28675028863991087,-0.23632204009559787,0.05268395663255845,-0.13676942704939335,0.0772801960363818,-1.0061636991943304,-0.8138126415795585,-0.006038642256734565,-0.22605279421680238,310567000,RUBY PRINCESS,0.7076
-1.0762871624415493,-0.4125114709290041,0.07195134164573486,-0.46621196734095044,-0.47391161200889564,-1.345974560548843,-0.02230174414250605,-0.23861005986977488,-0.253338884750955,-0.009004184063872272,0.1094525025308881,-1.1650437438186299,-0.9897221664417215,0.08543664551944348,-0.7701174130740441,229553000,COOL VOYAGER,0.7073
-1.2901255235417102,-0.02806699088239603,-1.9134079965670348,-0.4118205832695052,-0.01724538828794885,-0.950600800883539,-0.32695289644316333,-0.3764802521600424,-0.05285531048485654,-0.10515948698515237,0.061057946970832465,-1.1720508936132352,-0.2417624303911199,0.014455662718299267,-0.10839784719048849,477261300,MAERSK NIJMEGEN,0.7073
-1.2262947701844058,-0.3411962007114147,0.075663624342596,-0.5147220958199877,-0.47456683296238406,-1.23208724231243,-0.04770805207572749,-0.251462204500274,-0.5763594133074522,-0.059126745395721936,0.10039586274129608,-1.6696617360552348,-0.16643943193542365,0.0003959206465243163,-0.5619084480513739,311001223,CARNIVAL CELEBRATION,0.7069
-0.6717252543824076,-0.7107075326014365,0.07208820659953558,-0.4887967466711047,-0.7377090749618495,-0.9082938527283204,-0.12355984266367849,-0.2302418203442484,-0.2597809706357328,-0.025790693059746645,0.09775618886827145,-1.6362460815696627,-0.2533631202431503,0.001270327162486801,-1.055385854163776,354184000,MAHONI,0.706
-1.2486352884647127,0.019352003193726548,-1.8311034962205253,-0.49581135482319383,0.021347526251916354,-0.5632672928913809,-0.387556252303487,-0.35017295253291786,0.02757822416829488,-0.21628155984382985,0.06023273654693067,-1.1427570633640656,-0.7874947137456764,0.04914910327026496,0.006431485628542693,636021462,EVER FULL,0.7031
-0.06782941609559064,-0.6704377717911431,0.07323746973000238,-0.42028963129428487,-0.7908310420527662,-0.9093043105747829,-0.15528159095626215,-0.2436207503784798,-0.5578258836188841,-0.1457662308154963,0.10737430296924044,-1.615111944647958,-0.47955072832923235,0.10264262419866636,-1.1039637676293645,563082400,BW PAVILION ARANDA,0.7029
